"","V1","V2"
"19871","RASGRF2","c19871"
"19872","SSBP1","c19872"
"19873","KPNA6","c19873"
"19874","SUPT7L","c19874"
"19875","HS3ST4","c19875"
"19876","IGFBPL1","c19876"
"19877","SHKBP1","c19877"
"19878","EOGT","c19878"
"19879","CSF1R","c19879"
"19880","NAGK","c19880"
"19881","MYL2","c19881"
"19882","HIST1H4C","c19882"
"19883","TOMM7","c19883"
"19884","ADAMTSL3","c19884"
"19885","TNFSF14","c19885"
"19886","EVA1C","c19886"
"19887","VTA1","c19887"
"19888","PRRT2","c19888"
"19889","CRISPLD2","c19889"
"19890","AOAH","c19890"
"19891","PNN","c19891"
"19892","ESPN","c19892"
"19893","RBM43","c19893"
"19894","DDX3X","c19894"
"19895","FAM25C","c19895"
"19896","PLXDC1","c19896"
"19897","HNRNPL","c19897"
"19898","RUNDC3A","c19898"
"19899","CASP12","c19899"
"19900","SH2D5","c19900"
"19901","RPL26L1","c19901"
"19902","HDC","c19902"
"19903","OR51A7","c19903"
"19904","TRHDE-AS1","c19904"
"19905","SNORD25","c19905"
"19906","C2orf16","c19906"
"19907","SYTL3","c19907"
"19908","GOLGA4","c19908"
"19909","NOTCH1","c19909"
"19910","ATPAF2","c19910"
"19911","ECD","c19911"
"19912","SSX5","c19912"
"19913","SNAP91","c19913"
"19914","OCA2","c19914"
"19915","PNPO","c19915"
"19916","ST8SIA6","c19916"
"19917","DAPK1","c19917"
"19918","TDP2","c19918"
"19919","PINX1","c19919"
"19920","SELENBP1","c19920"
"19921","TMED4","c19921"
"19922","NEK3","c19922"
"19923","SSTR4","c19923"
"19924","FOSL1","c19924"
"19925","MIR577","c19925"
"19926","UGT1A3","c19926"
"19927","TTC38","c19927"
"19928","CD40LG","c19928"
"19929","CES1","c19929"
"19930","LOC100131626","c19930"
"19931","LOC100287704","c19931"
"19932","STK17B","c19932"
"19933","B3GAT3","c19933"
"19934","CNTN6","c19934"
"19935","MLLT10P1","c19935"
"19936","CYP3A4","c19936"
"19937","A2MP1","c19937"
"19938","MBOAT2","c19938"
"19939","NSUN5P2","c19939"
"19940","PISD","c19940"
"19941","POM121L4P","c19941"
"19942","SKA2","c19942"
"19943","USP1","c19943"
"19944","PYDC1","c19944"
"19945","CENPM","c19945"
"19946","SAR1B","c19946"
"19947","TTC7B","c19947"
"19948","C1orf146","c19948"
"19949","UBE2Q2P1","c19949"
"19950","GPC1","c19950"
"19951","RBL1","c19951"
"19952","SLC51A","c19952"
"19953","SCARNA17","c19953"
"19954","TOB1","c19954"
"19955","TEN1-CDK3","c19955"
"19956","POU5F1B","c19956"
"19957","TCEAL1","c19957"
"19958","LOC646626","c19958"
"19959","CENPF","c19959"
"19960","C6","c19960"
"19961","FLJ43681","c19961"
"19962","ABHD16A","c19962"
"19963","OVOL3","c19963"
"19964","PRSS1","c19964"
"19965","LOC100506384","c19965"
"19966","PPIL6","c19966"
"19967","PATL1","c19967"
"19968","LINC00112","c19968"
"19969","SLC25A53","c19969"
"19970","SNCB","c19970"
"19971","NDUFB9","c19971"
"19972","MIR551B","c19972"
"19973","CNOT6L","c19973"
"19974","S100A9","c19974"
"19975","TRIM50","c19975"
"19976","KCTD1","c19976"
"19977","RNLS","c19977"
"19978","WDR63","c19978"
"19979","SPEF2","c19979"
"19980","RNGTT","c19980"
"19981","HMSD","c19981"
"19982","CXorf22","c19982"
"19983","LOC100505835","c19983"
"19984","TMEM239","c19984"
"19985","KCNK16","c19985"
"19986","CEP250","c19986"
"19987","KCNJ2","c19987"
"19988","MT1B","c19988"
"19989","ARHGAP5-AS1","c19989"
"19990","KRTAP2-2","c19990"
"19991","ZNF684","c19991"
"19992","C13orf45","c19992"
"19993","PHEX-AS1","c19993"
"19994","PRSS38","c19994"
"19995","ZNF492","c19995"
"19996","SLC4A1","c19996"
"19997","PDHA1","c19997"
"19998","TKT","c19998"
"19999","BYSL","c19999"
"20000","DDT","c20000"
"20001","RNF38","c20001"
"20002","AHDC1","c20002"
"20003","KLHL2","c20003"
"20004","PRADC1","c20004"
"20005","CMTM8","c20005"
"20006","DMP1","c20006"
"20007","TMEM151A","c20007"
"20008","HERPUD2","c20008"
"20009","CRTAM","c20009"
"20010","LOC285758","c20010"
"20011","ZNF572","c20011"
"20012","SLC52A1","c20012"
"20013","HSD17B2","c20013"
"20014","FAM214A","c20014"
"20015","UBE2G1","c20015"
"20016","AHSA2","c20016"
"20017","CCDC177","c20017"
"20018","SNORD103B","c20018"
"20019","PELI2","c20019"
"20020","TPX2","c20020"
"20021","ATP9B","c20021"
"20022","LINC00235","c20022"
"20023","HMGCS2","c20023"
"20024","DAZAP1","c20024"
"20025","B9D1","c20025"
"20026","NKX2-5","c20026"
"20027","FAM91A2","c20027"
"20028","LILRB2","c20028"
"20029","CSTF1","c20029"
"20030","LOC100652791","c20030"
"20031","BTN2A1","c20031"
"20032","C15orf48","c20032"
"20033","IGF2BP3","c20033"
"20034","LOC100130331","c20034"
"20035","HRG","c20035"
"20036","CLUH","c20036"
"20037","MIR4632","c20037"
"20038","OR4F3","c20038"
"20039","ZNF131","c20039"
"20040","MIR3183","c20040"
"20041","USP47","c20041"
"20042","SP140L","c20042"
"20043","CCDC88B","c20043"
"20044","HCN1","c20044"
"20045","HTN1","c20045"
"20046","SAMSN1-AS1","c20046"
"20047","SYCP3","c20047"
"20048","PAPOLA","c20048"
"20049","RPL34-AS1","c20049"
"20050","AATK","c20050"
"20051","MSH3","c20051"
"20052","LINC00665","c20052"
"20053","NDUFAB1","c20053"
"20054","BAK1","c20054"
"20055","ITLN2","c20055"
"20056","MRPL45","c20056"
"20057","MS4A10","c20057"
"20058","MTNR1B","c20058"
"20059","SPECC1L","c20059"
"20060","TTC37","c20060"
"20061","TET3","c20061"
"20062","SPN","c20062"
"20063","GPR143","c20063"
"20064","ZNF576","c20064"
"20065","TMEM39A","c20065"
"20066","ATP5D","c20066"
"20067","LRRC37A4P","c20067"
"20068","LINC00693","c20068"
"20069","MAGEB3","c20069"
"20070","RPS5","c20070"
"20071","ALOX15P1","c20071"
"20072","ZNF582-AS1","c20072"
"20073","ANP32E","c20073"
"20074","YEATS4","c20074"
"20075","MTMR1","c20075"
"20076","SYNGAP1","c20076"
"20077","ENDOU","c20077"
"20078","PCOLCE","c20078"
"20079","MNS1","c20079"
"20080","ABCC5-AS1","c20080"
"20081","PCYT2","c20081"
"20082","PTPN20B","c20082"
"20083","ZNF182","c20083"
"20084","LAX1","c20084"
"20085","LOC643733","c20085"
"20086","SPPL2B","c20086"
"20087","ELOVL5","c20087"
"20088","B4GALNT1","c20088"
"20089","PCDHAC1","c20089"
"20090","MIR1914","c20090"
"20091","ARHGAP21","c20091"
"20092","BLOC1S2","c20092"
"20093","IRX5","c20093"
"20094","LINC00705","c20094"
"20095","LRFN5","c20095"
"20096","RAB19","c20096"
"20097","GINS1","c20097"
"20098","ITM2B","c20098"
"20099","PAPSS2","c20099"
"20100","ACSL3","c20100"
"20101","KIAA1919","c20101"
"20102","UTRN","c20102"
"20103","GLT8D2","c20103"
"20104","CNN1","c20104"
"20105","SIGLEC9","c20105"
"20106","SDAD1","c20106"
"20107","RPL35","c20107"
"20108","C22orf26","c20108"
"20109","IMPDH2","c20109"
"20110","AGBL4","c20110"
"20111","SEC14L5","c20111"
"20112","CLTA","c20112"
"20113","TOP1P2","c20113"
"20114","GPR37L1","c20114"
"20115","OGDH","c20115"
"20116","ASB13","c20116"
"20117","ZFP14","c20117"
"20118","SLC6A10P","c20118"
"20119","ZCRB1","c20119"
"20120","KPNA3","c20120"
"20121","LOC100505687","c20121"
"20122","HSPA1L","c20122"
"20123","RHOC","c20123"
"20124","PPP3CA","c20124"
"20125","CARNS1","c20125"
"20126","SLC1A7","c20126"
"20127","ZNF529","c20127"
"20128","DDB2","c20128"
"20129","MIR492","c20129"
"20130","SPTSSA","c20130"
"20131","MKNK1","c20131"
"20132","DYSF","c20132"
"20133","ALKBH2","c20133"
"20134","MTRNR2L4","c20134"
"20135","MIR103B1","c20135"
"20136","NKD1","c20136"
"20137","C1orf174","c20137"
"20138","PLEKHO1","c20138"
"20139","ASB10","c20139"
"20140","RING1","c20140"
"20141","CXorf61","c20141"
"20142","NPC2","c20142"
"20143","YTHDF1","c20143"
"20144","AVPR1B","c20144"
"20145","LMAN1L","c20145"
"20146","GSG2","c20146"
"20147","CEP170","c20147"
"20148","RPS4Y2","c20148"
"20149","MSH6","c20149"
"20150","HECTD2","c20150"
"20151","ZNF556","c20151"
"20152","AIRE","c20152"
"20153","BCL2L10","c20153"
"20154","LMOD3","c20154"
"20155","PPP2R3B","c20155"
"20156","TEX38","c20156"
"20157","SLCO2A1","c20157"
"20158","FOXA2","c20158"
"20159","GJA10","c20159"
"20160","FRMD6-AS1","c20160"
"20161","PRDM16","c20161"
"20162","TMEM98","c20162"
"20163","FRMD5","c20163"
"20164","GOLGA6L5","c20164"
"20165","C1orf216","c20165"
"20166","MIR548D1","c20166"
"20167","PDE6C","c20167"
"20168","EP400","c20168"
"20169","PTK2","c20169"
"20170","RNF217","c20170"
"20171","GSDMA","c20171"
"20172","NDUFA8","c20172"
"20173","LINC00323","c20173"
"20174","LAMP3","c20174"
"20175","NOP9","c20175"
"20176","GLTSCR2","c20176"
"20177","NPW","c20177"
"20178","LLGL2","c20178"
"20179","FAM98B","c20179"
"20180","OR2T1","c20180"
"20181","PPM1K","c20181"
"20182","RBFOX1","c20182"
"20183","FAM163A","c20183"
"20184","KIR2DL4","c20184"
"20185","MCU","c20185"
"20186","TICAM2","c20186"
"20187","FAM167B","c20187"
"20188","NFKB2","c20188"
"20189","HESX1","c20189"
"20190","GPR114","c20190"
"20191","SLC25A35","c20191"
"20192","GNAT1","c20192"
"20193","ORAI3","c20193"
"20194","TMEM99","c20194"
"20195","FAM76B","c20195"
"20196","MYADML2","c20196"
"20197","ZNF605","c20197"
"20198","TRIM29","c20198"
"20199","SNORD66","c20199"
"20200","RHEB","c20200"
"20201","CDS1","c20201"
"20202","RAB3A","c20202"
"20203","C4orf27","c20203"
"20204","OTUD6B","c20204"
"20205","GPD1","c20205"
"20206","FAM213B","c20206"
"20207","CDH15","c20207"
"20208","TVP23A","c20208"
"20209","NPM1","c20209"
"20210","LOC641746","c20210"
"20211","TMEM117","c20211"
"20212","PRPS2","c20212"
"20213","GCK","c20213"
"20214","TSPYL4","c20214"
"20215","ADRA2A","c20215"
"20216","CELF1","c20216"
"20217","TERC","c20217"
"20218","LOC100506394","c20218"
"20219","TASP1","c20219"
"20220","ARHGAP26-AS1","c20220"
"20221","WDR19","c20221"
"20222","TMEM202","c20222"
"20223","MIR9-1","c20223"
"20224","PDE4C","c20224"
"20225","POTEG","c20225"
"20226","FYB","c20226"
"20227","PRSS58","c20227"
"20228","FLJ42289","c20228"
"20229","LOC619207","c20229"
"20230","PPFIA3","c20230"
"20231","RAD18","c20231"
"20232","C12orf44","c20232"
"20233","WT1-AS","c20233"
"20234","FRA10AC1","c20234"
"20235","CRYBA4","c20235"
"20236","HVCN1","c20236"
"20237","TAF10","c20237"
"20238","DEPDC5","c20238"
"20239","LTBP1","c20239"
"20240","MAPRE1","c20240"
"20241","SLED1","c20241"
"20242","FGF8","c20242"
"20243","C3orf52","c20243"
"20244","SENP7","c20244"
"20245","MIR3198-1","c20245"
"20246","LRRK2","c20246"
"20247","KIAA0355","c20247"
"20248","CPEB1","c20248"
"20249","PSMC3IP","c20249"
"20250","PPEF2","c20250"
"20251","ZNF728","c20251"
"20252","ABI2","c20252"
"20253","PCDHGA1","c20253"
"20254","KIAA0317","c20254"
"20255","ATF1","c20255"
"20256","MIR5196","c20256"
"20257","DYNC1H1","c20257"
"20258","TMEM33","c20258"
"20259","FLJ41350","c20259"
"20260","POLDIP3","c20260"
"20261","FENDRR","c20261"
"20262","GPR171","c20262"
"20263","CDC6","c20263"
"20264","PLD1","c20264"
"20265","LOC148145","c20265"
"20266","ITFG2","c20266"
"20267","AKNA","c20267"
"20268","NBR1","c20268"
"20269","NDUFC1","c20269"
"20270","PKHD1","c20270"
"20271","HPS4","c20271"
"20272","C9orf173","c20272"
"20273","VSIG10L","c20273"
"20274","ULBP3","c20274"
"20275","DIRC1","c20275"
"20276","MAFA","c20276"
"20277","CEL","c20277"
"20278","IMMT","c20278"
"20279","MARK3","c20279"
"20280","DRAM2","c20280"
"20281","KRTAP19-6","c20281"
"20282","ITPRIPL2","c20282"
"20283","ADAMTS2","c20283"
"20284","ARPC3","c20284"
"20285","BRD8","c20285"
"20286","NPHS1","c20286"
"20287","WDR12","c20287"
"20288","HOXD13","c20288"
"20289","IDI2","c20289"
"20290","OR8G2","c20290"
"20291","SLAIN1","c20291"
"20292","GABRQ","c20292"
"20293","NR2C2","c20293"
"20294","NKTR","c20294"
"20295","TLE2","c20295"
"20296","NAALADL2","c20296"
"20297","METTL12","c20297"
"20298","ASAH2","c20298"
"20299","AURKA","c20299"
"20300","TBC1D9B","c20300"
"20301","GPRC5C","c20301"
"20302","PNPLA6","c20302"
"20303","AP3B1","c20303"
"20304","AKR7A3","c20304"
"20305","C11orf68","c20305"
"20306","AHCYL1","c20306"
"20307","RPP14","c20307"
"20308","PCDHB18","c20308"
"20309","TAAR3","c20309"
"20310","CDH24","c20310"
"20311","KRT17","c20311"
"20312","LACTB2","c20312"
"20313","PLEKHM1P","c20313"
"20314","LOC730668","c20314"
"20315","MIR5006","c20315"
"20316","DDX24","c20316"
"20317","PHACTR1","c20317"
"20318","SLC35E2","c20318"
"20319","LOXL1","c20319"
"20320","ALYREF","c20320"
"20321","PSORS1C3","c20321"
"20322","IQSEC2","c20322"
"20323","RGSL1","c20323"
"20324","NT5C3B","c20324"
"20325","C5orf47","c20325"
"20326","MEGF10","c20326"
"20327","PCDHGC5","c20327"
"20328","PRRX1","c20328"
"20329","ASTE1","c20329"
"20330","GAA","c20330"
"20331","MYOD1","c20331"
"20332","ZNF747","c20332"
"20333","FAM229A","c20333"
"20334","ACSF2","c20334"
"20335","KLRC1","c20335"
"20336","GDF9","c20336"
"20337","IL1RL2","c20337"
"20338","GPR119","c20338"
"20339","MITD1","c20339"
"20340","TRAF2","c20340"
"20341","HCK","c20341"
"20342","FAM189B","c20342"
"20343","CDHR1","c20343"
"20344","OR13C9","c20344"
"20345","MAGEB16","c20345"
"20346","PSMD6-AS2","c20346"
"20347","FAM71F1","c20347"
"20348","BMP6","c20348"
"20349","SNORA49","c20349"
"20350","EFHA1","c20350"
"20351","CDSN","c20351"
"20352","LSM3","c20352"
"20353","ZFP41","c20353"
"20354","FMN1","c20354"
"20355","FLJ31306","c20355"
"20356","VIT","c20356"
"20357","MAP2K4P1","c20357"
"20358","LINC00601","c20358"
"20359","SPCS3","c20359"
"20360","DEF8","c20360"
"20361","CHAF1A","c20361"
"20362","MIR3909","c20362"
"20363","ZFPM2","c20363"
"20364","A2M-AS1","c20364"
"20365","VWA2","c20365"
"20366","FTH1","c20366"
"20367","PIEZO2","c20367"
"20368","SLC35F1","c20368"
"20369","YWHAH","c20369"
"20370","SNORD38B","c20370"
"20371","C17orf66","c20371"
"20372","ADRB1","c20372"
"20373","NPRL2","c20373"
"20374","FOXL1","c20374"
"20375","BOD1","c20375"
"20376","UMPS","c20376"
"20377","BCRP2","c20377"
"20378","KIAA1161","c20378"
"20379","CCDC77","c20379"
"20380","MIR1197","c20380"
"20381","C12orf65","c20381"
"20382","COG4","c20382"
"20383","USP17L24","c20383"
"20384","LOC401320","c20384"
"20385","GDF2","c20385"
"20386","DNAJC11","c20386"
"20387","TIMM17A","c20387"
"20388","HNRNPA0","c20388"
"20389","OR2H1","c20389"
"20390","PCBP1","c20390"
"20391","COL23A1","c20391"
"20392","LRRC2","c20392"
"20393","NSD1","c20393"
"20394","ANO9","c20394"
"20395","WDR91","c20395"
"20396","TMEM179","c20396"
"20397","LINC00639","c20397"
"20398","TMED11P","c20398"
"20399","LOC550112","c20399"
"20400","MIR7-1","c20400"
"20401","DSCR10","c20401"
"20402","FYN","c20402"
"20403","CNDP2","c20403"
"20404","BEX2","c20404"
"20405","YPEL5","c20405"
"20406","KCND3","c20406"
"20407","TRIL","c20407"
"20408","LRRC42","c20408"
"20409","KRTAP6-2","c20409"
"20410","RASA4CP","c20410"
"20411","LINC00629","c20411"
"20412","DSTYK","c20412"
"20413","ZNF649","c20413"
"20414","COL5A2","c20414"
"20415","CNGA2","c20415"
"20416","MIR614","c20416"
"20417","RAB9B","c20417"
"20418","NAIP","c20418"
"20419","MYOZ2","c20419"
"20420","SPATA12","c20420"
"20421","XRCC4","c20421"
"20422","LOC100507266","c20422"
"20423","UBALD1","c20423"
"20424","CYB561","c20424"
"20425","CHST10","c20425"
"20426","LOC285000","c20426"
"20427","BAI1","c20427"
"20428","BRSK1","c20428"
"20429","C17orf89","c20429"
"20430","ZNF518B","c20430"
"20431","PDE6H","c20431"
"20432","MAP7","c20432"
"20433","SCN4B","c20433"
"20434","SPAG9","c20434"
"20435","SERTAD1","c20435"
"20436","GATSL2","c20436"
"20437","ANTXR1","c20437"
"20438","TMPRSS13","c20438"
"20439","ETV7","c20439"
"20440","DGAT1","c20440"
"20441","TAC3","c20441"
"20442","NKIRAS1","c20442"
"20443","TEX9","c20443"
"20444","CORO1C","c20444"
"20445","RAD54B","c20445"
"20446","FLJ37201","c20446"
"20447","KANK3","c20447"
"20448","HRCT1","c20448"
"20449","RHPN1-AS1","c20449"
"20450","LRR1","c20450"
"20451","GPATCH11","c20451"
"20452","TTTY23B","c20452"
"20453","LINC00842","c20453"
"20454","USP17L18","c20454"
"20455","BARD1","c20455"
"20456","ZNF177","c20456"
"20457","DGCR5","c20457"
"20458","ZNF442","c20458"
"20459","MIP","c20459"
"20460","F2","c20460"
"20461","GRIA1","c20461"
"20462","WNT5A","c20462"
"20463","SPDL1","c20463"
"20464","LENG9","c20464"
"20465","FOXR1","c20465"
"20466","LOC728989","c20466"
"20467","TREML3P","c20467"
"20468","LINC00229","c20468"
"20469","C1QTNF7","c20469"
"20470","SLC7A4","c20470"
"20471","RASAL3","c20471"
"20472","C17orf80","c20472"
"20473","KLK4","c20473"
"20474","TMEM176A","c20474"
"20475","IL31","c20475"
"20476","LOC284379","c20476"
"20477","CTNNB1","c20477"
"20478","TMEM185B","c20478"
"20479","LOC285847","c20479"
"20480","USP17L19","c20480"
"20481","DND1","c20481"
"20482","ANO10","c20482"
"20483","TMEM229A","c20483"
"20484","ESRP2","c20484"
"20485","UPK2","c20485"
"20486","GAS8","c20486"
"20487","SLC7A5P2","c20487"
"20488","IMPACT","c20488"
"20489","WNK4","c20489"
"20490","INCA1","c20490"
"20491","HNRPLL","c20491"
"20492","GAD2","c20492"
"20493","BMP15","c20493"
"20494","ITGA6","c20494"
"20495","CYP2A7","c20495"
"20496","SLC7A6OS","c20496"
"20497","C11orf44","c20497"
"20498","THAP5","c20498"
"20499","RIC8A","c20499"
"20500","CCND1","c20500"
"20501","USP35","c20501"
"20502","LOC201617","c20502"
"20503","TMEM72","c20503"
"20504","EIF4E1B","c20504"
"20505","CCL4","c20505"
"20506","ZCCHC10","c20506"
"20507","TRPM2","c20507"
"20508","AGAP4","c20508"
"20509","NOL11","c20509"
"20510","PSMD2","c20510"
"20511","CHTF18","c20511"
"20512","USP18","c20512"
"20513","RRAS","c20513"
"20514","RASSF9","c20514"
"20515","PPP1R32","c20515"
"20516","LAMC3","c20516"
"20517","TOX","c20517"
"20518","IPO5","c20518"
"20519","C19orf81","c20519"
"20520","PCDH15","c20520"
"20521","GABRG3","c20521"
"20522","FAM90A25P","c20522"
"20523","PLEKHO2","c20523"
"20524","LOC100132831","c20524"
"20525","LOC649352","c20525"
"20526","NUDCD2","c20526"
"20527","SGCZ","c20527"
"20528","MIR601","c20528"
"20529","KCTD17","c20529"
"20530","SPSB2","c20530"
"20531","TPPP3","c20531"
"20532","GIGYF2","c20532"
"20533","CHMP3","c20533"
"20534","CILP2","c20534"
"20535","CALB2","c20535"
"20536","CEBPZ","c20536"
"20537","ZNF479","c20537"
"20538","FMOD","c20538"
"20539","NAP1L6","c20539"
"20540","CLN6","c20540"
"20541","ANAPC1","c20541"
"20542","SH2D3C","c20542"
"20543","PTPN14","c20543"
"20544","TRIM42","c20544"
"20545","SNRPG","c20545"
"20546","APTX","c20546"
"20547","BMS1","c20547"
"20548","CLRN2","c20548"
"20549","LOC285577","c20549"
"20550","MAGEA3","c20550"
"20551","NFATC3","c20551"
"20552","AQP12A","c20552"
"20553","LRRC45","c20553"
"20554","LOC100507443","c20554"
"20555","EPSTI1","c20555"
"20556","LRIG1","c20556"
"20557","PRSS27","c20557"
"20558","C7orf72","c20558"
"20559","OTOL1","c20559"
"20560","ERC2","c20560"
"20561","SAYSD1","c20561"
"20562","PRKACB","c20562"
"20563","ZNF705A","c20563"
"20564","PRDM13","c20564"
"20565","HCG27","c20565"
"20566","KLK12","c20566"
"20567","HSD17B7","c20567"
"20568","ZNF354A","c20568"
"20569","PCDH11X","c20569"
"20570","TMC6","c20570"
"20571","GDPGP1","c20571"
"20572","DMGDH","c20572"
"20573","PCBD2","c20573"
"20574","RIMS1","c20574"
"20575","SPRYD7","c20575"
"20576","SF3B2","c20576"
"20577","RCN1","c20577"
"20578","CPB1","c20578"
"20579","MIR4798","c20579"
"20580","BCAR3","c20580"
"20581","FCRLB","c20581"
"20582","PAK1IP1","c20582"
"20583","KIF9","c20583"
"20584","OR10H1","c20584"
"20585","PITPNM2","c20585"
"20586","L3MBTL4","c20586"
"20587","ZXDC","c20587"
"20588","TGFB1","c20588"
"20589","SLC6A16","c20589"
"20590","GPR182","c20590"
"20591","LRRC8E","c20591"
"20592","EOMES","c20592"
"20593","LOC100128505","c20593"
"20594","PAX2","c20594"
"20595","SCARF2","c20595"
"20596","PSEN2","c20596"
"20597","PCDHB13","c20597"
"20598","DHRS7B","c20598"
"20599","C1orf131","c20599"
"20600","ASB1","c20600"
"20601","ZNF223","c20601"
"20602","KRT31","c20602"
"20603","LCMT2","c20603"
"20604","SNORD7","c20604"
"20605","MEP1A","c20605"
"20606","TMEM53","c20606"
"20607","EGFEM1P","c20607"
"20608","LOC151171","c20608"
"20609","PCDHA7","c20609"
"20610","LOC283710","c20610"
"20611","RSPH3","c20611"
"20612","PTPN9","c20612"
"20613","ABCA12","c20613"
"20614","SP9","c20614"
"20615","RUNDC1","c20615"
"20616","CCDC37","c20616"
"20617","YES1","c20617"
"20618","FAM120AOS","c20618"
"20619","OR5M3","c20619"
"20620","PPP1R3F","c20620"
"20621","KRT78","c20621"
"20622","IL13","c20622"
"20623","LOC728228","c20623"
"20624","MDFI","c20624"
"20625","C1orf220","c20625"
"20626","PRNT","c20626"
"20627","RPL23AP64","c20627"
"20628","ZDBF2","c20628"
"20629","LOC100287010","c20629"
"20630","ZNF33BP1","c20630"
"20631","FAM228B","c20631"
"20632","SNORD86","c20632"
"20633","LOC375196","c20633"
"20634","OR10C1","c20634"
"20635","CLIC1","c20635"
"20636","LILRA5","c20636"
"20637","CSAG1","c20637"
"20638","MIR4426","c20638"
"20639","TREML2","c20639"
"20640","ZNF74","c20640"
"20641","PRAMEF21","c20641"
"20642","FAM104A","c20642"
"20643","SNX29","c20643"
"20644","FAM217A","c20644"
"20645","LRRC39","c20645"
"20646","ARGLU1","c20646"
"20647","SAMD5","c20647"
"20648","HIST2H2AC","c20648"
"20649","HYAL2","c20649"
"20650","IGFBP5","c20650"
"20651","C12orf71","c20651"
"20652","KIAA0556","c20652"
"20653","NRTN","c20653"
"20654","EPHB1","c20654"
"20655","POLD4","c20655"
"20656","ANAPC10","c20656"
"20657","LRRC36","c20657"
"20658","MEGF6","c20658"
"20659","LPHN3","c20659"
"20660","BMP10","c20660"
"20661","MIR3661","c20661"
"20662","PRR20E","c20662"
"20663","CREM","c20663"
"20664","PTGER4","c20664"
"20665","MIR548F1","c20665"
"20666","METAP1","c20666"
"20667","KCNQ1","c20667"
"20668","SSFA2","c20668"
"20669","NR2F2","c20669"
"20670","CTTNBP2","c20670"
"20671","BCL2A1","c20671"
"20672","ZBTB24","c20672"
"20673","GREB1L","c20673"
"20674","SLCO6A1","c20674"
"20675","PRDM1","c20675"
"20676","OR7D2","c20676"
"20677","CCDC47","c20677"
"20678","SLC26A6","c20678"
"20679","BIN1","c20679"
"20680","SRRM1","c20680"
"20681","ALS2","c20681"
"20682","PCSK1N","c20682"
"20683","ECT2","c20683"
"20684","CACNA2D2","c20684"
"20685","DOCK6","c20685"
"20686","LINC00379","c20686"
"20687","SNORA70F","c20687"
"20688","FATE1","c20688"
"20689","CCDC74A","c20689"
"20690","VWC2L","c20690"
"20691","DUSP23","c20691"
"20692","TRIP6","c20692"
"20693","NUP35","c20693"
"20694","WDR45B","c20694"
"20695","LOC100506655","c20695"
"20696","CDH3","c20696"
"20697","KLHDC8A","c20697"
"20698","C9orf116","c20698"
"20699","PNISR","c20699"
"20700","EI24","c20700"
"20701","RWDD2B","c20701"
"20702","DOCK1","c20702"
"20703","NPAS2","c20703"
"20704","NR3C2","c20704"
"20705","FAM63A","c20705"
"20706","FAM111A","c20706"
"20707","INPP5F","c20707"
"20708","IQGAP3","c20708"
"20709","MYBL1","c20709"
"20710","CRADD","c20710"
"20711","DUSP12","c20711"
"20712","CGREF1","c20712"
"20713","VASH2","c20713"
"20714","PDZK1IP1","c20714"
"20715","CTR9","c20715"
"20716","VIL1","c20716"
"20717","OR8U1","c20717"
"20718","CCDC107","c20718"
"20719","PTTG1IP","c20719"
"20720","OR4X2","c20720"
"20721","TTTY2","c20721"
"20722","COL9A1","c20722"
"20723","MIR1296","c20723"
"20724","TMEM178B","c20724"
"20725","PSMD9","c20725"
"20726","SIKE1","c20726"
"20727","ZFP62","c20727"
"20728","PARP15","c20728"
"20729","TTC19","c20729"
"20730","GFPT1","c20730"
"20731","C1orf114","c20731"
"20732","TTC40","c20732"
"20733","FAM207A","c20733"
"20734","ARHGAP32","c20734"
"20735","SLC27A6","c20735"
"20736","CALML5","c20736"
"20737","MRPS10","c20737"
"20738","TRPM7","c20738"
"20739","TAS2R31","c20739"
"20740","CGNL1","c20740"
"20741","CECR1","c20741"
"20742","TMEM102","c20742"
"20743","SERPINB8","c20743"
"20744","PPP2R4","c20744"
"20745","LOC100271702","c20745"
"20746","PDIA2","c20746"
"20747","NUCKS1","c20747"
"20748","IP6K2","c20748"
"20749","MIR302C","c20749"
"20750","HOTAIR","c20750"
"20751","EBI3","c20751"
"20752","ANKUB1","c20752"
"20753","LOC643401","c20753"
"20754","VSTM2B","c20754"
"20755","HEATR8-TTC4","c20755"
"20756","NXN","c20756"
"20757","ZMYND19","c20757"
"20758","FAM200A","c20758"
"20759","FOXJ3","c20759"
"20760","EIF5B","c20760"
"20761","EIF2B4","c20761"
"20762","LEO1","c20762"
"20763","ZIC5","c20763"
"20764","IL20","c20764"
"20765","YAE1D1","c20765"
"20766","TSPAN12","c20766"
"20767","ACTR3B","c20767"
"20768","CCDC163P","c20768"
"20769","AMY1A","c20769"
"20770","MIR135A1","c20770"
"20771","TFAM","c20771"
"20772","IL17RD","c20772"
"20773","PM20D1","c20773"
"20774","RALGAPB","c20774"
"20775","PARP12","c20775"
"20776","KLHDC7A","c20776"
"20777","SLC22A23","c20777"
"20778","FLJ46906","c20778"
"20779","KCTD4","c20779"
"20780","SRSF7","c20780"
"20781","HCG22","c20781"
"20782","GTF2H1","c20782"
"20783","FLCN","c20783"
"20784","LOC729059","c20784"
"20785","NAMPT","c20785"
"20786","PCNXL4","c20786"
"20787","VKORC1L1","c20787"
"20788","CYP4F22","c20788"
"20789","LOC100128054","c20789"
"20790","TAS2R5","c20790"
"20791","TBCEL","c20791"
"20792","ZNF582","c20792"
"20793","HS3ST3B1","c20793"
"20794","CTNS","c20794"
